	chr	source	feature	start	end	score	strand	frame	attribute	close_sites
448066	2	ensembl_havana	gene	218419121	218453295	.	+	.	" ""VIL1"""	[]
448196	2	ensembl_havana	gene	218450251	218568351	.	-	.	" ""USP37"""	[]
448479	2	ensembl	gene	218500729	218501037	.	-	.	" ""RN7SKP38"""	[]
448482	2	ensembl_havana	gene	218568580	218597080	.	+	.	" ""CNOT9"""	[]
448613	2	ensembl	gene	218589214	218589320	.	-	.	" ""RNU6-136P"""	[]
448616	2	ensembl_havana	gene	218607855	218637184	.	+	.	" ""PLCD4"""	[]
448859	2	havana	gene	218633256	218634014	.	-	.	" ""AC012510.1"""	[]
448862	2	ensembl_havana	gene	218637916	218659655	.	-	.	" ""ZNF142"""	[]
448990	2	ensembl_havana	gene	218658764	218663443	.	+	.	" ""BCS1L"""	[]
449263	2	ensembl_havana	gene	218663892	218672002	.	-	.	" ""RNF25"""	[]
449335	2	ensembl_havana	gene	218672069	218702716	.	+	.	" ""STK36"""	[]
449629	2	ensembl_havana	gene	218710835	218755416	.	+	.	" ""TTLL4"""	[]
449952	2	ensembl_havana	gene	218781749	218815293	.	+	.	" ""CYP27A1"""	[]
450016	2	havana	gene	218799729	218802554	.	-	.	" ""AC009974.2"""	[]
450020	2	havana	gene	218818690	218819144	.	+	.	" ""AC009974.1"""	[]
450023	2	ensembl_havana	gene	218822383	218832086	.	-	.	" ""PRKAG3"""	[]
450169	2	mirbase	gene	218823090	218823154	.	+	.	" ""MIR9500"""	[]
450172	2	havana	gene	218841599	218842065	.	+	.	" ""RPL23AP31"""	[]
450175	2	ensembl_havana	gene	218859805	218874233	.	+	.	" ""WNT6"""	[]
450192	2	ensembl_havana	gene	218880852	218899581	.	+	.	" ""WNT10A"""	[]
450217	2	havana	gene	218900811	218930636	.	-	.	" ""LINC01494"""	[]
450224	2	ensembl	gene	218916184	218916287	.	-	.	" ""RNU6-642P"""	[]
450227	2	havana	gene	218944629	218961903	.	-	.	" ""AC097468.2"""	[]
450231	2	havana	gene	218953401	218954050	.	-	.	" ""KRT8P30"""	[]
450234	2	ensembl_havana	gene	218959666	218962155	.	+	.	" ""CDK5R2"""	[]
450242	2	havana	gene	218975393	218989940	.	+	.	" ""LINC00608"""	[]
450270	2	ensembl_havana	gene	218981087	218985657	.	-	.	" ""FEV"""	[]
450285	2	ensembl_havana	gene	218990189	218993422	.	-	.	" ""CRYBA2"""	[]
450335	2	mirbase	gene	219001645	219001708	.	-	.	" ""MIR375"""	[]
450338	2	havana	gene	219002215	219015721	.	+	.	" ""AC097468.1"""	[]
450343	2	ensembl_havana	gene	219002846	219041527	.	-	.	" ""CFAP65"""	[]
450660	2	ensembl_havana	gene	219054424	219060921	.	-	.	" ""IHH"""	[]
450672	2	mirbase	gene	219058688	219058750	.	-	.	" ""MIR3131"""	[]
450675	2	havana_tagene	gene	219065308	219070022	.	+	.	" ""AC097468.4"""	[]
450680	2	havana	gene	219069354	219069809	.	-	.	" ""AC097468.3"""	[]
450683	2	ensembl_havana	gene	219075317	219160865	.	-	.	" ""NHEJ1"""	[]
450806	2	havana	gene	219075329	219170827	.	-	.	" ""AC068946.1"""	[]
450864	2	ensembl	gene	219102434	219102719	.	+	.	" ""RN7SL764P"""	[]
450867	2	ensembl_havana	gene	219161465	219170095	.	-	.	" ""SLC23A3"""	[]
451016	2	ensembl_havana	gene	219171897	219178106	.	-	.	" ""CNPPD1"""	[]
451099	2	ensembl_havana	gene	219176225	219185475	.	+	.	" ""RETREG2"""	[]
451237	2	ensembl_havana	gene	219195237	219209651	.	+	.	" ""ZFAND2B"""	[]
451529	2	havana_tagene	gene	219198640	219200034	.	-	.	" ""AC068946.3"""	[]
451533	2	havana	gene	219209772	219222738	.	-	.	" ""AC068946.2"""	[]
451581	2	ensembl_havana	gene	219209772	219218994	.	-	.	" ""ABCB6"""	[]
451765	2	ensembl_havana	gene	219219380	219229717	.	-	.	" ""ATG9A"""	[]
452146	2	ensembl_havana	gene	219229783	219236679	.	+	.	" ""ANKZF1"""	[]
452398	2	ensembl_havana	gene	219236598	219245478	.	-	.	" ""GLB1L"""	[]
452594	2	ensembl_havana	gene	219245455	219250337	.	+	.	" ""STK16"""	[]
452733	2	ensembl_havana	gene	219249710	219278170	.	-	.	" ""TUBA4A"""	[]
452820	2	havana	gene	219253243	219272197	.	+	.	" ""TUBA4B"""	[]
452844	2	ensembl_havana	gene	219279267	219286900	.	+	.	" ""DNAJB2"""	[]
453028	2	ensembl_havana	gene	219289623	219309648	.	-	.	" ""PTPRN"""	[]
453336	2	mirbase	gene	219294111	219294200	.	-	.	" ""MIR153-1"""	[]
453339	2	havana	gene	219299002	219304130	.	+	.	" ""AC114803.1"""	[]
453344	2	ensembl_havana	gene	219327407	219333177	.	-	.	" ""RESP18"""	[]
453386	2	havana	gene	219358870	219358983	.	-	.	" ""AC053503.3"""	[]
453389	2	ensembl_havana	gene	219373527	219400022	.	-	.	" ""DNPEP"""	[]
453783	2	havana	gene	219388496	219403633	.	+	.	" ""AC053503.2"""	[]
453787	2	ensembl_havana	gene	219418377	219426734	.	+	.	" ""DES"""	[]
453828	2	havana	gene	219425071	219426184	.	-	.	" ""AC053503.4"""	[]
453832	2	havana	gene	219427477	219429319	.	+	.	" ""AC053503.6"""	[]
453835	2	ensembl_havana	gene	219434843	219493629	.	+	.	" ""SPEG"""	[]
454180	2	havana	gene	219482073	219516877	.	-	.	" ""AC053503.1"""	[]
454184	2	havana	gene	219491867	219498244	.	+	.	" ""AC053503.7"""	[]
454202	2	ensembl_havana	gene	219496125	219498287	.	+	.	" ""SPEGNB"""	[]
454232	2	havana	gene	219497611	219498246	.	-	.	" ""AC053503.5"""	[]
454235	2	ensembl_havana	gene	219498867	219506989	.	+	.	" ""GMPPA"""	[]
454517	2	ensembl_havana	gene	219514170	219538772	.	+	.	" ""ASIC4"""	[]
454585	2	ensembl_havana	gene	219538948	219543809	.	-	.	" ""CHPF"""	[]
454621	2	ensembl_havana	gene	219543663	219550595	.	+	.	" ""TMEM198"""	[]
454672	2	havana	gene	219547211	219547658	.	-	.	" ""AC009955.3"""	[]
454675	2	mirbase	gene	219549073	219549147	.	-	.	" ""MIR3132"""	[]
454678	2	ensembl_havana	gene	219550728	219571859	.	-	.	" ""OBSL1"""	[]
454916	2	havana	gene	219559083	219559626	.	+	.	" ""AC009955.4"""	[]
454919	2	ensembl_havana	gene	219569162	219575711	.	+	.	" ""INHA"""	[]
454932	2	ensembl	gene	219590687	219590984	.	-	.	" ""RN7SKP213"""	[]
454935	2	ensembl_havana	gene	219597857	219616451	.	+	.	" ""STK11IP"""	[]
455101	2	havana	gene	219625059	219626693	.	-	.	" ""AC009955.1"""	[]
455105	2	ensembl_havana	gene	219627394	219641980	.	+	.	" ""SLC4A3"""	[]
455413	2	havana	gene	219645090	219645631	.	+	.	" ""AC009955.2"""	[]
455416	2	havana	gene	219684030	219684795	.	-	.	" ""AC009502.1"""	[]
455419	2	havana	gene	219685381	219737937	.	+	.	" ""LINC02832"""	[]
455431	2	havana	gene	219697799	219698214	.	+	.	" ""RPL23P4"""	[]
455434	2	havana	gene	219903900	219904923	.	-	.	" ""LINC01803"""	[]
455439	2	havana	gene	219904983	219912834	.	-	.	" ""AC008281.1"""	[]
455443	2	mirbase	gene	219906502	219906565	.	-	.	" ""MIR4268"""	[]
455446	2	havana	gene	220048822	220049272	.	-	.	" ""AC009310.1"""	[]
455449	2	havana	gene	220105656	220450778	.	+	.	" ""AC019211.1"""	[]
455455	2	havana	gene	220127546	220212491	.	+	.	" ""AC093083.1"""	[]
455460	2	havana	gene	220450679	220741493	.	+	.	" ""AC067956.1"""	[]
455485	2	havana	gene	220776818	220855873	.	+	.	" ""AC093843.1"""	[]
455501	2	havana	gene	220811618	220853456	.	-	.	" ""AC093843.2"""	[]
455505	2	havana	gene	221162771	221163053	.	+	.	" ""AC011233.1"""	[]
455508	2	havana	gene	221306290	221308329	.	-	.	" ""AC011233.2"""	[]
455512	2	ensembl_havana	gene	221418027	221574202	.	-	.	" ""EPHA4"""	[]
455712	2	havana	gene	221532668	221533008	.	+	.	" ""TMEM256P2"""	[]
455715	2	havana	gene	221572506	221574454	.	+	.	" ""AC079834.2"""	[]
455718	2	havana	gene	221592441	221592861	.	+	.	" ""AC079834.1"""	[]
455721	2	havana	gene	221609324	221650218	.	+	.	" ""AC068489.1"""	[]
455733	2	havana	gene	221944223	221944612	.	+	.	" ""AC009302.1"""	[]
455736	2	havana	gene	221961737	221963765	.	+	.	" ""HSPA9P1"""	[]
455739	2	havana	gene	222044525	222044994	.	-	.	" ""RPL23AP28"""	[]
455742	2	ensembl_havana	gene	222199888	222298996	.	-	.	" ""PAX3"""	[]
455948	2	ensembl_havana	gene	222298147	222305217	.	+	.	" ""CCDC140"""	[]
455964	2	havana	gene	222317242	222318653	.	-	.	" ""AC010980.1"""	[]
455967	2	havana	gene	222318275	222352989	.	+	.	" ""CT75"""	[]
455993	2	ensembl	gene	222404985	222405095	.	+	.	" ""Y_RNA"""	[]
455996	2	ensembl_havana	gene	222424543	222562621	.	+	.	" ""SGPP2"""	[]
456012	2	havana	gene	222452400	222453126	.	-	.	" ""NANOGP2"""	[]
456015	2	ensembl	gene	222498291	222498398	.	+	.	" ""RNU6-619P"""	[]
456018	2	havana	gene	222503883	222504843	.	-	.	" ""GAPDHP49"""	[]
456021	2	ensembl_havana	gene	222566899	222656092	.	-	.	" ""FARSB"""	[]
456064	2	ensembl_havana	gene	222671658	222709930	.	+	.	" ""MOGAT1"""	[]
456082	2	havana	gene	222677677	222678289	.	-	.	" ""AC104772.2"""	[]
456085	2	havana	gene	222698623	222699484	.	-	.	" ""AC104772.1"""	[]
456088	2	havana	gene	222726457	222726834	.	+	.	" ""AC016712.1"""	[]
456091	2	ensembl_havana	gene	222860942	222944639	.	+	.	" ""ACSL3"""	[]
456232	2	havana	gene	222904640	222905055	.	-	.	" ""ATG12P2"""	[]
456235	2	havana	gene	222917387	222919363	.	-	.	" ""AC013476.1"""	[]
456239	2	havana	gene	222945930	222946388	.	-	.	" ""AC013476.2"""	[]
456242	2	ensembl_havana	gene	223051814	223198399	.	+	.	" ""KCNE4"""	[]
456257	2	ensembl	gene	223248498	223248794	.	-	.	" ""RN7SL807P"""	[]
456260	2	havana	gene	223398267	223398546	.	-	.	" ""HIGD1AP4"""	[]
456263	2	havana	gene	223498773	223504611	.	+	.	" ""AC013448.1"""	[]
456268	2	havana	gene	223505476	223510933	.	+	.	" ""AC013448.2"""	[]
456272	2	ensembl_havana	gene	223596940	223602361	.	-	.	" ""SCG2"""	[]
456298	2	havana	gene	223704621	223705338	.	+	.	" ""AC012512.1"""	[(2, 223683257.0, 223783787.0), (2, 223633257.0, 223833787.0)]
456301	2	ensembl_havana	gene	223751686	223838027	.	-	.	" ""AP1S3"""	[]
456411	2	havana	gene	223757258	223945299	.	-	.	" ""AC093884.1"""	[]
456451	2	ensembl_havana	gene	223855716	223945357	.	-	.	" ""WDFY1"""	[]
456512	2	ensembl_havana	gene	223957463	223967714	.	+	.	" ""MRPL44"""	[]
456526	2	havana	gene	223965701	223967706	.	-	.	" ""AC073641.1"""	[]
456530	2	ensembl_havana	gene	223975045	224039318	.	-	.	" ""SERPINE2"""	[]
456668	2	havana	gene	224169664	224171537	.	+	.	" ""AC019109.1"""	[]
456671	2	havana	gene	224294930	224295753	.	+	.	" ""AC008072.1"""	[]
456674	2	ensembl_havana	gene	224378698	224402107	.	-	.	" ""FAM124B"""	[]
456704	2	havana	gene	224464682	224474500	.	+	.	" ""AC073052.2"""	[]
456712	2	ensembl_havana	gene	224470150	224585397	.	-	.	" ""CUL3"""	[]
456952	2	havana	gene	224499387	224500100	.	-	.	" ""AC073052.1"""	[]
456955	2	havana	gene	224703764	224716365	.	-	.	" ""CCDC195"""	[]
456965	2	ensembl_havana	gene	224765090	225042445	.	-	.	" ""DOCK10"""	[]
457532	2	mirbase	gene	225010461	225010540	.	-	.	" ""MIR4439"""	[]
457535	2	ensembl_havana	gene	225399710	225654018	.	+	.	" ""NYAP2"""	[]
457572	2	havana	gene	225698254	225698539	.	+	.	" ""AC016717.1"""	[]
457575	2	havana	gene	225698514	225703654	.	+	.	" ""AC016717.2"""	[]
457578	2	havana	gene	225761559	225762112	.	+	.	" ""AC016717.3"""	[]
457581	2	havana	gene	225992981	225993197	.	-	.	" ""AC068138.1"""	[]
457584	2	havana	gene	226180044	226185371	.	-	.	" ""AC062015.1"""	[]
457588	2	mirbase	gene	226658710	226658793	.	-	.	" ""MIR5702"""	[]
457591	2	ensembl_havana	gene	226731317	226799759	.	-	.	" ""IRS1"""	[]
457604	2	havana	gene	226800146	226813741	.	+	.	" ""AC010735.2"""	[]
457615	2	havana	gene	226804036	226805061	.	+	.	" ""AC010735.1"""	[]
457618	2	ensembl_havana	gene	226835581	226999215	.	+	.	" ""RHBDD1"""	[]
457754	2	ensembl	gene	226968989	226969122	.	-	.	" ""AC073149.1"""	[]
457757	2	ensembl_havana	gene	227002711	227164453	.	-	.	" ""COL4A4"""	[]
457892	2	ensembl_havana	gene	227164565	227314792	.	+	.	" ""COL4A3"""	[]
458057	2	havana	gene	227221052	227325711	.	-	.	" ""AC097662.1"""	[]
458241	2	ensembl_havana	gene	227325151	227357836	.	+	.	" ""MFF"""	[]
458584	2	ensembl_havana	gene	227362038	227381995	.	-	.	" ""TM4SF20"""	[]
458605	2	havana	gene	227387683	227387949	.	-	.	" ""SCYGR1"""	[]
458611	2	mirbase	gene	227472132	227472187	.	+	.	" ""MIR5703"""	[]
458614	2	ensembl_havana	gene	227472152	227561214	.	+	.	" ""AGFG1"""	[]
458803	2	havana	gene	227587237	227587515	.	-	.	" ""AC064853.2"""	[]
458809	2	havana	gene	227598893	227599255	.	+	.	" ""SCYGR2"""	[]
458815	2	havana	gene	227608784	227609101	.	+	.	" ""SCYGR10"""	[]
458821	2	ensembl_havana	gene	227610090	227648606	.	-	.	" ""C2orf83"""	[]
458860	2	havana	gene	227614538	227614840	.	-	.	" ""SCYGR3"""	[]
458866	2	havana	gene	227616998	227618655	.	+	.	" ""SCYGR4"""	[]
458874	2	havana	gene	227616998	227617790	.	-	.	" ""AC064853.1"""	[]
458878	2	havana	gene	227666804	227667061	.	+	.	" ""SCYGR5"""	[]
458884	2	ensembl_havana	gene	227683763	227718028	.	-	.	" ""SLC19A3"""	[]
459068	2	havana	gene	227724440	227724757	.	-	.	" ""SCYGR6"""	[]
459074	2	havana	gene	227728335	227728625	.	+	.	" ""SCYGR7"""	[]
459080	2	havana	gene	227745845	227746681	.	+	.	" ""SCYGR8"""	[]
459088	2	ensembl	gene	227763052	227763152	.	-	.	" ""RNA5SP121"""	[]
459091	2	havana	gene	227778510	227778735	.	-	.	" ""SNRPGP8"""	[]
459094	2	havana	gene	227801840	227804705	.	+	.	" ""AC073065.1"""	[]
459097	2	ensembl_havana	gene	227805739	227817564	.	+	.	" ""CCL20"""	[]
459138	2	havana	gene	227870083	227870644	.	-	.	" ""TDGF1P2"""	[]
459141	2	ensembl_havana	gene	227871054	227924344	.	+	.	" ""DAW1"""	[]
459244	2	ensembl	gene	227887631	227887744	.	+	.	" ""AC073065.2"""	[]
459247	2	ensembl_havana	gene	227979955	228181687	.	-	.	" ""SPHKAP"""	[]
459309	2	ensembl	gene	228169743	228169849	.	+	.	" ""RNU6-624P"""	[]
459312	2	havana	gene	228352120	228353215	.	-	.	" ""AC074019.1"""	[]
459315	2	havana_tagene	gene	228378500	228379773	.	+	.	" ""AC009410.1"""	[]
459320	2	havana	gene	228475224	228841689	.	-	.	" ""LINC01807"""	[]
459342	2	havana	gene	228683537	228684580	.	-	.	" ""AC012070.1"""	[]
459346	2	havana	gene	228753324	228753786	.	+	.	" ""RPL7L1P10"""	[]
459349	2	ensembl_havana	gene	228850526	229271285	.	-	.	" ""PID1"""	[]
459411	2	havana	gene	229003886	229004400	.	+	.	" ""AC007677.1"""	[]
459414	2	ensembl	gene	229236340	229236609	.	-	.	" ""RN7SKP283"""	[]
459417	2	ensembl_havana	gene	229357629	229714555	.	-	.	" ""DNER"""	[]
459453	2	havana_tagene	gene	229407358	229408328	.	+	.	" ""AC008273.1"""	[]
459457	2	ensembl	gene	229606238	229606299	.	+	.	" ""RNU7-9P"""	[]
459460	2	havana	gene	229701794	229702148	.	+	.	" ""AC007559.1"""	[]
459463	2	ensembl_havana	gene	229763838	229923239	.	-	.	" ""TRIP12"""	[]
459844	2	ensembl	gene	229894346	229894453	.	+	.	" ""RNU6-613P"""	[]
459847	2	ensembl_havana	gene	229922302	230013119	.	+	.	" ""FBXO36"""	[]
459892	2	ensembl	gene	229937814	229937882	.	-	.	" ""RNU6-964P"""	[]
459895	2	havana	gene	229942728	229945137	.	+	.	" ""FBXO36-IT1"""	[]
459899	2	ensembl	gene	229973315	229973421	.	+	.	" ""RNU6-1027P"""	[]
459902	2	ensembl_havana	gene	230034982	230068993	.	-	.	" ""SLC16A14"""	[]
459960	2	ensembl	gene	230058229	230058324	.	-	.	" ""RNY4P19"""	[]
459963	2	havana	gene	230121370	230174223	.	+	.	" ""AC009950.1"""	[]
460013	2	havana	gene	230138601	230138783	.	+	.	" ""AC009950.2"""	[]
460016	2	ensembl_havana	gene	230167293	230225729	.	-	.	" ""SP110"""	[]
460271	2	ensembl_havana	gene	230203110	230313215	.	+	.	" ""SP140"""	[]
460558	2	ensembl_havana	gene	230327184	230403732	.	+	.	" ""SP140L"""	[]
460762	2	havana	gene	230410700	230412529	.	-	.	" ""AC009949.1"""	[]
460765	2	ensembl_havana	gene	230415942	230545606	.	+	.	" ""SP100"""	[]
461176	2	ensembl	gene	230507101	230507386	.	+	.	" ""RN7SL834P"""	[]
461179	2	havana	gene	230515023	230515638	.	+	.	" ""HMGB1P3"""	[]
461182	2	havana	gene	230520594	230580006	.	-	.	" ""AC010149.1"""	[]
461198	2	havana	gene	230573167	230573809	.	-	.	" ""TPM3P8"""	[(2, 230565802.0, 230766280.0), (2, 230565939.0, 230766136.0)]
461201	2	havana	gene	230584815	230586715	.	-	.	" ""AC010149.2"""	[(2, 230565802.0, 230766280.0), (2, 230565939.0, 230766136.0)]
461205	2	ensembl	gene	230587121	230587227	.	+	.	" ""RNU6-451P"""	[(2, 230565802.0, 230766280.0), (2, 230565939.0, 230766136.0)]
461208	2	havana	gene	230690065	230700529	.	-	.	" ""LINC01907"""	[(2, 230615802.0, 230716280.0), (2, 230615939.0, 230716136.0), (2, 230565802.0, 230766280.0), (2, 230565939.0, 230766136.0)]
461219	2	ensembl_havana	gene	230712842	230821075	.	+	.	" ""CAB39"""	[]
461321	2	havana	gene	230725143	230725403	.	-	.	" ""BANF1P3"""	[(2, 230565802.0, 230766280.0), (2, 230565939.0, 230766136.0)]
461324	2	ensembl	gene	230752141	230752247	.	+	.	" ""RNU6-268P"""	[(2, 230565802.0, 230766280.0), (2, 230565939.0, 230766136.0)]
461327	2	havana	gene	230836909	230837385	.	+	.	" ""AC012507.2"""	[]
461330	2	ensembl_havana	gene	230864639	230879248	.	+	.	" ""ITM2C"""	[]
461451	2	havana	gene	230886474	230904693	.	+	.	" ""GCSIR"""	[]
461477	2	ensembl_havana	gene	230907318	230961066	.	-	.	" ""GPR55"""	[]
461534	2	havana	gene	230908852	230910102	.	+	.	" ""AC012507.1"""	[]
461538	2	havana	gene	230924567	230929919	.	+	.	" ""AC012507.3"""	[]
461543	2	havana	gene	230957593	230957950	.	+	.	" ""COX20P2"""	[]
461546	2	havana	gene	230984368	230996032	.	-	.	" ""SPATA3-AS1"""	[]
461603	2	ensembl_havana	gene	230990324	231025055	.	+	.	" ""SPATA3"""	[]
461745	2	ensembl_havana	gene	231037523	231049719	.	+	.	" ""C2orf72"""	[]
461764	2	havana	gene	231052040	231052637	.	+	.	" ""AC009407.1"""	[]
461767	2	ensembl_havana	gene	231056864	231172827	.	+	.	" ""PSMD1"""	[]
462079	2	ensembl_havana	gene	231108230	231125042	.	-	.	" ""HTR2B"""	[]
462093	2	ensembl	gene	231133462	231133630	.	+	.	" ""RNU1-93P"""	[]
462096	2	ensembl_havana	gene	231198546	231374837	.	+	.	" ""ARMC9"""	[]
462364	2	havana	gene	231256097	231256306	.	+	.	" ""AC018738.1"""	[]
462367	2	mirbase	gene	231362708	231362793	.	+	.	" ""MIR4777"""	[]
462370	2	havana	gene	231388976	231394991	.	+	.	" ""AC017104.1"""	[]
462380	2	ensembl_havana	gene	231395710	231401164	.	+	.	" ""B3GNT7"""	[]
462393	2	havana	gene	231433923	231434426	.	-	.	" ""ZBTB8OSP2"""	[]
462396	2	havana	gene	231437101	231437421	.	-	.	" ""AC017104.2"""	[]
462399	2	havana	gene	231452195	231453153	.	+	.	" ""AC017104.3"""	[]
462404	2	ensembl_havana	gene	231453531	231483641	.	-	.	" ""NCL"""	[]
462517	2	ensembl	gene	231455800	231455936	.	-	.	" ""SNORA75"""	[]
462520	2	ensembl	gene	231456444	231456523	.	-	.	" ""SNORD20"""	[]
462523	2	ensembl	gene	231460371	231460440	.	-	.	" ""SNORD82"""	[]
462526	2	havana	gene	231493708	231495299	.	-	.	" ""AC017104.4"""	[]
462529	2	havana	gene	231497090	231507256	.	-	.	" ""AC017104.5"""	[]
462536	2	ensembl	gene	231501990	231502201	.	-	.	" ""RNU2-22P"""	[]
462539	2	havana	gene	231508422	231514366	.	-	.	" ""LINC00471"""	[]
462548	2	havana_tagene	gene	231518582	231521067	.	-	.	" ""AC017104.6"""	[]
462552	2	ensembl_havana	gene	231523187	231530445	.	-	.	" ""NMUR1"""	[]
462564	2	havana	gene	231559903	231560364	.	+	.	" ""AC104634.1"""	[]
462567	2	havana	gene	231585864	231586327	.	+	.	" ""RPL23AP26"""	[]
462570	2	havana_tagene	gene	231588959	231592776	.	-	.	" ""AC104634.2"""	[]
462574	2	ensembl_havana	gene	231592864	231594276	.	+	.	" ""TEX44"""	[]
462582	2	ensembl	gene	231645998	231646273	.	-	.	" ""RN7SL499P"""	[]
462585	2	ensembl_havana	gene	231706895	231713541	.	+	.	" ""PTMA"""	[]
462715	2	ensembl	gene	231711525	231711647	.	+	.	" ""U4"""	[]
462718	2	mirbase	gene	231713314	231713398	.	+	.	" ""MIR1244-1"""	[]
462721	2	ensembl_havana	gene	231732433	231786272	.	-	.	" ""PDE6D"""	[]
462770	2	ensembl	gene	231768604	231768680	.	+	.	" ""AC073476.4"""	[]
462774	2	ensembl_havana	gene	231781671	231809254	.	+	.	" ""COPS7B"""	[]
463089	2	havana	gene	231789481	231789887	.	-	.	" ""AC073476.1"""	[]
463092	2	havana	gene	231809846	231812352	.	+	.	" ""AC073476.3"""	[]
463095	2	havana	gene	231810348	231810844	.	-	.	" ""AC073476.2"""	[]
463098	2	mirbase	gene	231892242	231892298	.	-	.	" ""MIR1471"""	[]
463101	2	ensembl_havana	gene	231921809	231926396	.	-	.	" ""NPPC"""	[]
463122	2	ensembl_havana	gene	231961245	232344350	.	+	.	" ""DIS3L2"""	[]
463494	2	havana	gene	231978488	232015720	.	-	.	" ""AC019130.1"""	[]
463498	2	mirbase	gene	232172653	232172747	.	+	.	" ""MIR562"""	[]
463501	2	havana	gene	232343116	232343903	.	+	.	" ""AC068134.3"""	[]
463504	2	havana	gene	232349754	232351309	.	-	.	" ""ECEL1P3"""	[]
463509	2	havana	gene	232368576	232368697	.	+	.	" ""AC068134.4"""	[]
463512	2	ensembl_havana	gene	232378724	232382889	.	+	.	" ""ALPP"""	[]
463548	2	havana	gene	232379635	232381674	.	-	.	" ""AC068134.1"""	[]
463556	2	havana	gene	232385750	232387457	.	-	.	" ""ECEL1P2"""	[]
463561	2	ensembl_havana	gene	232406844	232410714	.	+	.	" ""ALPG"""	[]
463589	2	havana	gene	232415818	232419816	.	-	.	" ""ECEL1P1"""	[]
463600	2	havana	gene	232420661	232421461	.	-	.	" ""AC068134.2"""	[]
463604	2	havana	gene	232442034	232447418	.	+	.	" ""DIS3L2P1"""	[]
463611	2	ensembl_havana	gene	232456125	232460753	.	+	.	" ""ALPI"""	[]
463664	2	ensembl_havana	gene	232479827	232487834	.	-	.	" ""ECEL1"""	[]
463776	2	ensembl_havana	gene	232520463	232525716	.	+	.	" ""PRSS56"""	[]
463842	2	ensembl_havana	gene	232525993	232536667	.	+	.	" ""CHRND"""	[]
463987	2	ensembl_havana	gene	232539692	232548115	.	+	.	" ""CHRNG"""	[]
464048	2	ensembl_havana	gene	232547970	232550557	.	-	.	" ""TIGD1"""	[]
464056	2	mirbase	gene	232550474	232550573	.	-	.	" ""MIR5001"""	[]
464059	2	ensembl_havana	gene	232550674	232583644	.	+	.	" ""EIF4E2"""	[]
464228	2	havana	gene	232580948	232611971	.	-	.	" ""AC073254.1"""	[]
464288	2	ensembl_havana	gene	232606057	232682780	.	+	.	" ""EFHD1"""	[]
464373	2	ensembl	gene	232649849	232650136	.	+	.	" ""RN7SL359P"""	[]
464376	2	ensembl_havana	gene	232697299	232860575	.	+	.	" ""GIGYF2"""	[]
465207	2	havana	gene	232729523	232730198	.	-	.	" ""EEF1B2P7"""	[]
465210	2	havana	gene	232760146	232767949	.	-	.	" ""AC064852.1"""	[]
465215	2	ensembl_havana	gene	232765802	232776565	.	-	.	" ""KCNJ13"""	[]
465263	2	ensembl	gene	232782665	232782766	.	+	.	" ""RNU6-107P"""	[]
465266	2	ensembl	gene	232828653	232828751	.	+	.	" ""Y_RNA"""	[]
465269	2	ensembl_havana	gene	232857270	232878708	.	+	.	" ""SNORC"""	[]
465330	2	ensembl_havana	gene	232878701	233013256	.	-	.	" ""NGEF"""	[]
465460	2	havana	gene	233012614	233015885	.	+	.	" ""AC106876.1"""	[]
465468	2	ensembl_havana	gene	233032672	233035057	.	+	.	" ""NEU2"""	[]
465476	2	ensembl_havana	gene	233059967	233207903	.	+	.	" ""INPP5D"""	[]
465693	2	ensembl	gene	233205199	233205479	.	+	.	" ""RN7SL32P"""	[]
465696	2	ensembl_havana	gene	233210051	233295674	.	+	.	" ""ATG16L1"""	[]
466063	2	ensembl	gene	233275727	233276002	.	+	.	" ""SCARNA5"""	[]
466066	2	ensembl	gene	233288676	233288940	.	+	.	" ""SCARNA6"""	[]
466069	2	ensembl_havana	gene	233307816	233347055	.	+	.	" ""SAG"""	[]
466246	2	havana	gene	233351132	233353416	.	-	.	" ""AC013726.1"""	[]
466249	2	ensembl_havana	gene	233354507	233472104	.	+	.	" ""DGKD"""	[]
466511	2	ensembl	gene	233379843	233379955	.	-	.	" ""Y_RNA"""	[]
466514	2	ensembl_havana	gene	233475520	233566782	.	-	.	" ""USP40"""	[]
466850	2	havana	gene	233545482	233547032	.	+	.	" ""AC019072.1"""	[]
